account_id,days_since_event,verified_account,fear_score,anger_score,toxicity_score,identity_attack_score,reblogs_count
152,21.01417561,0,0,1,0.085582085,0.09659086,0
1166,21.01285729,0,0,1,0.085582085,0.09659086,0
945,21.00250207,0,0,1,0.16765249,0.23846684,0
421,21.00189747,0,0,1,0.085582085,0.09659086,0
1129,20.99441603,0,4,2,0.21642438,0.19495805,1
313,20.99011406,0,0,3,0.14082454,0.13163337,0
1569,20.98399413,0,1,2,0.76523775,0.5203519,0
1351,20.98093869,1,0,1,0.32182294,0.27759558,2
971,20.97928345,0,0,2,0.1537979,0.12440576,0
1625,20.97862253,0,0,1,0.36095104,0.2803029,1
1591,20.97096168,0,4,2,0.6667219,0.2781757,0
1409,20.97037005,0,0,1,0.085582085,0.09659086,0
1372,20.96898314,0,0,1,0.08479069,0.09576365,0
1130,20.9659099,0,0,2,0.18364124,0.23770751,0
550,20.96535698,1,0,2,0.18364124,0.23770751,472
733,20.93615368,0,0,1,0.049336795,0.039972372,3
605,20.90431925,0,0,2,0.147767,0.13805299,0
475,20.89580622,0,0,2,0.11429678,0.10757765,0
563,20.89238779,0,1,1,0.35186127,0.3817989,0
518,20.85520265,0,0,2,0.147767,0.13805299,0
650,20.85011953,0,3,2,0.52139956,0.46050715,0
391,20.83622985,0,0,2,0.11429678,0.10757765,0
1585,20.81622253,0,0,0,0.115658075,0.10221587,1
1117,20.81099903,0,0,2,0.11429678,0.10757765,0
569,20.8102605,0,0,1,0.049089402,0.039972372,0
1037,20.78215557,0,0,0,0.3250515,0.36702603,0
369,20.77170475,0,3,2,0.10870059,0.10221587,0
193,20.75094426,0,4,6,0.61223894,0.28034934,0
1429,20.74981963,0,3,2,0.27236435,0.32476485,0
9,20.74905072,0,4,1,0.19893374,0.10221587,0
839,20.72490209,0,1,1,0.3561489,0.39207554,1
224,20.71209619,0,2,3,0.19893374,0.2463217,0
733,20.64318956,0,5,5,0.2786282,0.36702603,1
1258,20.63320916,0,1,0,0.2028889,0.10221587,0
14,20.61020097,0,2,1,0.23812068,0.2028587,0
160,20.4425985,0,2,5,0.26104406,0.24801466,0
237,20.39736097,0,6,4,0.113263406,0.008842488,0
1079,20.10695512,1,2,3,0.23523538,0.13805299,14
563,20.05236238,0,0,0,0.37751234,0.40883094,0
1339,20.00517054,0,0,0,0.11440011,0.18313584,0
1556,20.0013337,0,1,1,0.75208336,0.24293575,0
825,19.93524339,0,1,0,0.022728346,0.04332388,1
201,19.87321888,0,4,5,0.22980402,0.28034934,0
1567,19.83714851,1,1,1,0.27525392,0.37222284,111
323,19.79353286,0,4,6,0.4014846,0.46028158,19
633,19.77050736,0,2,1,0.4394682,0.4911651,0
98,19.75757736,0,4,2,0.11419344,0.06749674,0
614,19.7472726,0,1,1,0.50503236,0.55044734,3
1114,19.71881198,0,6,2,0.43475235,0.381025,10
242,19.69291729,0,2,2,0.11150667,0.04023018,2
442,19.671925,0,5,5,0.5885171,0.4453683,1
882,19.67010186,0,3,1,0.16591948,0.10221587,18
1670,19.61681649,0,2,2,0.17285149,0.19693321,0
459,19.60736943,0,1,1,0.3127066,0.109318495,0
1267,19.59733424,0,3,0,0.3281604,0.36702603,0
179,19.59619007,0,3,1,0.18269104,0.18468912,0
1620,19.59151807,0,2,2,0.17025198,0.19100772,0
75,19.56231302,0,1,1,0.05280026,0.04925346,0
1220,19.55454253,0,5,5,0.54823303,0.46028158,0
1208,19.55107553,0,0,0,0.40060925,0.4054415,0
1542,19.53564751,0,4,3,0.4013387,0.3817989,0
238,19.52592991,0,2,2,0.4013387,0.46028158,0
1238,19.52347037,0,2,3,0.3048984,0.2846865,0
48,19.50221226,0,1,2,0.16158698,0.09576365,0
1122,19.46837676,0,2,2,0.17025198,0.19100772,0
379,19.44983128,0,3,3,0.33338684,0.3857254,0
1473,19.33722919,0,2,3,0.19893374,0.2463217,0
1497,19.32172509,0,2,2,0.17285149,0.19693321,0
370,19.29712318,0,0,1,0.25462922,0.36702603,0
1455,19.23274306,0,2,2,0.17025198,0.19100772,0
1679,19.20403788,0,2,4,0.47886392,0.13805299,0
707,19.1851435,1,3,0,0.05799546,0.051580742,11
707,19.18410694,1,1,1,0.20009702,0.2764353,18
707,19.183845,1,2,4,0.25462922,0.3072352,11
707,19.18372696,1,2,4,0.25462922,0.3072352,2
707,19.18360523,1,2,4,0.25462922,0.3072352,7
707,19.18349301,1,2,4,0.25462922,0.3043136,2
1215,19.18015303,0,4,6,0.38601747,0.44690517,0
1520,19.16416425,0,1,3,0.13908891,0.11396073,0
381,19.11060686,0,0,0,0.29771072,0.36598656,0
214,19.10720903,0,2,2,0.17025198,0.19100772,0
860,19.09957146,0,2,1,0.17891699,0.1769227,0
725,19.09816697,0,0,0,0.28312725,0.35948995,0
1021,19.07071447,0,2,2,0.17025198,0.19100772,0
1374,19.04783388,0,2,2,0.11419344,0.10221587,0
433,19.04473179,0,1,1,0.05230548,0.048480038,0
433,19.03034031,0,2,2,0.17025198,0.19100772,0
1205,19.01704321,0,2,1,0.165053,0.15731181,0
1391,19.01515778,0,1,1,0.05280026,0.04925346,0
364,19.01473478,0,2,2,0.17025198,0.19100772,0
1574,19.01181175,1,2,2,0.2330714,0.28034934,37
161,18.99701014,0,2,2,0.17285149,0.19693321,0
943,18.9927155,1,0,0,0.23812068,0.10221587,0
1474,18.99266503,0,2,3,0.2330714,0.14661247,0
751,18.98713612,0,1,0,0.4269174,0.3817989,0
1130,18.98101759,0,3,3,0.32236105,0.37292135,0
1098,18.97997056,0,0,2,0.52272606,0.5135796,0
680,18.97804027,0,2,2,0.17025198,0.19100772,1
434,18.97469284,0,2,2,0.17025198,0.19100772,0
945,18.96894571,0,3,3,0.33504707,0.3817989,0
325,18.96109066,0,2,2,0.17285149,0.19693321,0
1142,18.95965712,1,4,2,0.11119666,0.1232452,19
592,18.92820845,0,3,2,0.1460314,0.10221587,0
1165,18.92741782,0,2,2,0.17025198,0.19100772,0
115,18.9253916,0,3,3,0.3972142,0.32476485,1
1682,18.92390078,0,2,2,0.17025198,0.19100772,1
1337,18.91908133,0,0,1,0.14429577,0.07921951,0
1481,18.91621194,0,4,4,0.34757367,0.38223284,262
1146,18.91447979,0,2,2,0.9248995,0.77072054,0
704,18.91413094,0,2,2,0.28312725,0.23770751,9
951,18.9129116,0,2,2,0.17025198,0.19100772,0
550,18.9127902,1,3,3,0.32236105,0.37292135,240
601,18.91155411,0,2,2,0.17285149,0.19693321,0
397,18.90702389,0,2,2,0.25462922,0.27798235,0
1703,18.88667934,0,2,2,0.17025198,0.19100772,0
1094,18.88364363,0,5,1,0.52139956,0.36702603,0
473,18.8786627,0,3,2,0.25462922,0.22859548,0
1414,18.87700182,0,2,2,0.17025198,0.19100772,0
788,18.87478573,0,2,2,0.15324512,0.1232452,0
201,18.8708517,0,2,2,0.17025198,0.19100772,0
544,18.86288019,0,2,2,0.17285149,0.19693321,0
909,18.86244709,0,1,0,0.03192045,0.022992345,0
818,18.86168028,0,2,2,0.17025198,0.19100772,0
27,18.85163139,0,1,1,0.09568449,0.07921951,0
522,18.84862413,1,2,1,0.20195828,0.2331515,20
735,18.84533829,0,1,1,0.2540519,0.22935481,0
989,18.842895,0,2,1,0.20149297,0.22261032,0
1591,18.837143,0,3,1,0.4269174,0.46028158,0
1591,18.8330358,0,4,3,0.3389984,0.24150419,0
1043,18.83182427,0,0,1,0.035220183,0.023595277,0
989,18.82815515,0,0,0,0.21241048,0.23770751,0
734,18.82023698,1,1,1,0.2855005,0.2783691,118
823,18.81265992,0,2,3,0.19870108,0.24462871,0
937,18.8028185,0,8,6,0.50789946,0.48949075,0
204,18.77747103,0,3,1,0.22311419,0.23163283,0
588,18.74844622,0,0,1,0.10956833,0.08170113,0
753,18.71756723,0,1,1,0.4014846,0.3043136,5
995,18.69886234,0,0,1,0.08874765,0.06929302,0
916,18.69418706,0,1,1,0.3260917,0.3817989,1
394,18.66528867,1,0,0,0.23415339,0.27991617,194
191,18.66528828,1,0,0,0.22712809,0.27759558,4
426,18.66528772,1,0,0,0.22579013,0.2774022,59
371,18.66528744,1,0,0,0.2191003,0.27662867,14
890,18.65142337,0,2,2,0.4574824,0.5135796,0
259,18.64868962,0,1,0,0.02968135,0.015455672,0
1219,18.6411119,0,7,4,0.6611249,0.4006267,0
427,18.62280918,0,1,1,0.03969839,0.023595277,0
134,18.59129953,0,0,0,0.03309893,0.011987305,1
1367,18.57738346,1,1,0,0.24763705,0.26325142,146
1551,18.57698781,0,1,1,0.47886392,0.46028158,0
422,18.56065891,0,0,0,0.2312681,0.16587129,5
1219,18.55265299,0,4,1,0.72028047,0.46028158,2
1145,18.50378698,0,0,1,0.08874765,0.06929302,0
661,18.45135116,0,0,1,0.25462922,0.28034934,0
1585,18.36795081,0,0,0,0.29771072,0.36598656,1
991,18.31464381,0,2,1,0.5024724,0.40255263,0
779,18.19560963,0,1,1,0.17805049,0.16993292,0
1690,18.17091449,0,2,2,0.37694603,0.1444726,0
823,18.13030535,0,3,1,0.18269104,0.18468912,0
1449,18.08662829,0,0,0,0.1182615,0.08252834,0
525,18.06001331,0,0,1,0.22980402,0.20878418,1
154,18.04020264,0,2,2,0.23198941,0.10221587,0
564,17.95201696,0,1,0,0.112333365,0.10221587,0
150,17.93544689,0,5,3,0.37751234,0.44690517,0
488,17.9265681,0,0,1,0.13214645,0.10221587,6
1040,17.90782605,1,8,4,0.2820025,0.28034934,75
765,17.90177904,0,0,1,0.03357032,0.009693438,0
1405,17.89235631,0,3,3,0.4269174,0.36702603,0
750,17.8804742,1,3,4,0.07450261,0.031722516,12
266,17.86164431,0,3,3,0.19314334,0.23239216,0
294,17.83246023,0,6,4,0.49139655,0.32184324,0
768,17.81944753,0,0,0,0.14082454,0.019173764,8
101,17.81743135,1,7,4,0.4274071,0.44690517,29
101,17.78906325,1,2,1,0.32182294,0.35624164,27
1344,17.77972297,0,0,0,0.15656179,0.1232452,0
101,17.76612146,1,8,4,0.43230394,0.46028158,62
101,17.71825729,1,3,1,0.27975297,0.31015682,19
588,17.71017412,0,1,0,0.11357342,0.10221587,0
879,17.70804341,1,2,0,0.103494145,0.06522302,13
989,17.63473112,0,0,0,0.15656179,0.1232452,0
1666,17.62281144,0,1,0,0.1460314,0.15945168,0
402,17.62062399,0,5,2,0.32557452,0.38185352,0
815,17.61777876,0,2,2,0.60311776,0.5135796,0
597,17.59591906,0,2,2,0.37576625,0.4482637,0
693,17.5925376,0,10,8,0.52007306,0.46028158,0
282,17.58571995,0,3,1,0.19124292,0.21470967,0
1307,17.58131747,0,1,0,0.20335422,0.10221587,0
151,17.57395963,0,3,1,0.19029272,0.2127345,0
1622,17.5704325,0,6,2,0.7308154,0.50588524,1
800,17.54509346,0,0,0,0.15656179,0.1232452,0
1444,17.53751568,0,0,0,0.45703048,0.027614836,0
1029,17.52382213,0,5,3,0.40891263,0.4482637,0
1346,17.49579333,0,3,1,0.19029272,0.2127345,0
1086,17.49379112,0,5,5,0.60254884,0.6007182,41
394,17.48056782,1,5,2,0.3234372,0.3817989,333
371,17.48056627,1,5,2,0.31547862,0.38176915,35
426,17.48056557,1,5,2,0.31547862,0.3817989,400
191,17.48056538,1,5,2,0.31963667,0.3817989,15
1708,17.47561192,0,0,0,0.02343543,0.007066591,0
1678,17.47175778,0,1,0,0.05354243,0.051126,0
721,17.42070434,0,5,1,0.32020867,0.36873037,0
1033,17.41889589,0,8,7,0.37751234,0.4453683,0
542,17.40821304,0,1,0,0.055026773,0.029402243,0
1016,17.38570528,1,1,1,0.33504707,0.39966375,42
176,17.37013779,0,2,2,0.200795,0.18468912,0
1194,17.35283003,0,2,2,0.37458646,0.2964622,0
1486,17.29946295,0,0,0,0.15656179,0.1232452,0
420,17.25282432,0,1,1,0.13388206,0.10221587,0
1380,17.24587424,0,1,0,0.11450345,0.10221587,0
430,17.2211397,0,5,4,0.3977292,0.4006267,0
996,17.20237016,0,0,0,0.0969861,0.04203484,0
494,17.17567233,0,0,0,0.51980776,0.3072352,0
793,17.17505348,0,1,1,0.23523538,0.2700233,0
1021,17.1701597,0,1,1,0.23523538,0.2700233,0
780,17.1589922,0,5,3,0.32236105,0.3043136,0
1020,17.07348083,0,0,0,0.01859777,0.00899048,0
512,17.05566744,0,1,1,0.23523538,0.2700233,0
736,17.03352635,0,7,5,0.20312156,0.19495805,0
1538,17.03071838,0,1,1,0.52007306,0.22063516,0
858,16.99935758,0,1,2,0.15766735,0.10409598,0
1508,16.98798838,0,4,4,0.4402136,0.41975367,0
1393,16.9873151,0,1,1,0.23523538,0.2700233,1
325,16.98388589,0,1,0,0.031213367,0.022188433,1
1689,16.97457275,0,1,1,0.23523538,0.2700233,0
1291,16.94507661,0,1,1,0.23523538,0.2700233,0
1165,16.94479646,0,1,1,0.23523538,0.2700233,0
427,16.94469383,0,1,0,0.07212844,0.026609946,0
1082,16.93739884,0,1,1,0.4269174,0.316,0
123,16.92225406,0,1,1,0.27750343,0.22935481,0
1260,16.9169658,1,5,7,0.4574824,0.48990932,12
1231,16.90930348,0,1,1,0.23523538,0.2700233,0
884,16.89676892,0,1,1,0.23523538,0.2700233,0
393,16.89176403,1,1,2,0.17111848,0.109318495,3677
1107,16.88769708,0,1,1,0.23523538,0.2700233,0
1150,16.87767738,0,3,2,0.71760553,0.6007182,0
364,16.86430279,0,1,1,0.23523538,0.2700233,0
101,16.86192073,1,7,5,0.43965456,0.46028158,68
952,16.85336817,0,0,0,0.61223894,0.6220118,0
1501,16.85223726,0,1,1,0.23523538,0.2700233,0
292,16.85088858,0,5,5,0.26104406,0.2803029,0
434,16.8499245,0,1,1,0.23523538,0.2700233,0
434,16.84934374,0,1,1,0.23523538,0.2700233,0
151,16.84695216,0,1,1,0.23523538,0.2700233,0
1679,16.84017565,0,1,1,0.23523538,0.2700233,0
1128,16.83961324,0,1,1,0.23523538,0.2700233,0
1107,16.83671365,0,1,1,0.23523538,0.2700233,0
1478,16.83490686,0,1,1,0.24603334,0.23618884,0
1048,16.82650024,0,1,1,0.23523538,0.2700233,0
201,16.82619897,0,1,1,0.23523538,0.2700233,0
1596,16.80155122,0,1,1,0.23523538,0.2700233,1
433,16.80109699,0,1,1,0.23523538,0.2700233,0
1317,16.80037773,1,3,1,0.50789946,0.55044734,497
1596,16.79839628,0,2,1,0.29953843,0.36803186,0
397,16.79049807,0,1,1,0.23523538,0.2700233,0
159,16.78822582,0,1,1,0.27047762,0.28034934,0
196,16.78195426,1,2,1,0.30716252,0.3802808,0
974,16.7771983,0,2,1,0.3057765,0.3802808,0
1165,16.77177264,0,2,1,0.30716252,0.3802808,0
1668,16.76911887,0,1,0,0.06381883,0.029402243,10
1466,16.76906373,0,1,1,0.23523538,0.2700233,0
970,16.76835215,1,4,3,0.63782936,0.56445944,34
830,16.76801412,0,2,2,0.2648175,0.28034934,0
1660,16.76645034,0,1,1,0.23523538,0.2700233,0
752,16.76396547,0,1,1,0.23523538,0.2700233,0
899,16.76240324,0,1,1,0.23523538,0.2700233,0
1703,16.7620052,0,1,1,0.23523538,0.2700233,1
1536,16.76095242,0,1,1,0.23523538,0.2700233,0
41,16.75916957,0,1,1,0.23523538,0.2700233,0
760,16.75345753,0,1,1,0.23523538,0.2700233,0
410,16.75317512,0,1,1,0.23523538,0.2700233,0
943,16.75021663,1,1,2,0.3367073,0.2877625,0
397,16.74033356,0,2,1,0.37751234,0.381025,0
588,16.73888902,0,0,0,0.063027434,0.04951127,0
566,16.73611973,0,0,0,0.4274071,0.5039629,0
645,16.73440248,0,2,1,0.41445592,0.44690517,0
1703,16.73373443,0,2,1,0.30993456,0.37879246,0
139,16.71892844,0,6,4,0.41445592,0.44690517,0
1245,16.70355528,0,5,3,0.4269174,0.3817989,0
30,16.68820142,0,2,1,0.6407703,0.5274064,0
394,16.6743158,1,1,0,0.32236105,0.37361985,115
426,16.67431551,1,1,0,0.30993456,0.36803186,150
371,16.67431545,1,1,0,0.3127066,0.36733335,19
191,16.67431442,1,1,0,0.3140926,0.36803186,6
170,16.66700968,0,3,3,0.46186632,0.5135796,0
1648,16.65146554,0,6,3,0.37751234,0.43256098,0
1286,16.65111185,0,3,3,0.3625127,0.44690517,0
1525,16.61957436,0,2,1,0.41690505,0.44690517,0
265,16.61606131,0,0,0,0.063423134,0.049761772,0
679,16.60056968,0,3,1,0.22177623,0.22458547,0
101,16.59655042,1,3,2,0.3234372,0.36702603,61
1629,16.59609543,0,0,1,0.36456755,0.36702603,0
393,16.59467458,1,2,2,0.39231625,0.44690517,1902
1176,16.55594675,0,10,9,0.4574824,0.46028158,0
302,16.52188038,0,7,6,0.28548008,0.37152436,0
1040,16.50987889,1,6,3,0.37751234,0.44690517,74
1454,16.46585861,1,5,2,0.48141238,0.55044734,3
1701,16.44765247,0,0,0,0.02638162,0.006992595,2
650,16.44591233,0,4,2,0.568186,0.44690517,0
73,16.43559631,0,2,1,0.2855005,0.24801466,20
73,16.43427814,0,2,1,0.2855005,0.25309357,1
396,16.36564501,0,0,0,0.11739369,0.10221587,0
1560,16.33327008,0,5,5,0.51980776,0.3817989,0
999,16.31118997,0,4,2,0.21776234,0.19693321,0
133,16.21271677,0,2,1,0.11479026,0.09328204,0
1073,16.19246721,0,5,5,0.54325575,0.46028158,0
558,16.17717722,0,3,1,0.3245134,0.37432748,0
778,16.169784,0,2,4,0.25462922,0.28034934,2
463,16.15278464,0,2,4,0.568186,0.41052565,0
463,16.14106851,0,2,4,0.5140397,0.40351558,0
1376,16.12941306,0,0,0,0.37795907,0.39334553,0
1214,16.12086833,1,3,2,0.2854971,0.33060804,105
977,16.10909345,0,0,0,0.0414203,0.023796257,0
1376,16.08799301,0,0,0,0.27047762,0.28034934,0
463,16.08393031,0,2,4,0.20265625,0.22783615,1
1450,16.06134354,0,2,1,0.4574824,0.07673789,8
1272,16.05526325,0,1,0,0.27047762,0.039714564,0
807,16.05299345,0,0,0,0.37751234,0.31307843,0
1576,16.01752005,0,2,3,0.10522962,0.120924085,0
23,15.99477778,0,0,0,0.28425202,0.36942887,0
796,15.9929906,0,3,2,0.1996317,0.2308735,0
579,15.96705091,0,3,4,0.39915034,0.44690517,0
445,15.95741252,0,0,0,0.37751234,0.3817989,0
144,15.9548683,0,0,0,0.22043827,0.18546575,1
324,15.94701142,0,2,1,0.37458646,0.40713623,0
144,15.94562299,0,0,0,0.21107252,0.10221587,0
734,15.91216671,1,2,3,0.6020386,0.44690517,20
1585,15.89986865,0,0,0,0.24603334,0.28034934,1
640,15.88298898,0,1,1,0.6852916,0.71720207,0
721,15.87398422,0,1,0,0.47323486,0.29798782,0
764,15.86863269,1,1,0,0.33421695,0.41222036,236
1589,15.82771998,0,0,0,0.29039988,0.28034934,1
166,15.82157858,1,4,2,0.47886392,0.5051593,43
712,15.81235976,0,0,0,0.20973456,0.25309357,0
238,15.76838729,0,0,1,0.27750343,0.2964622,0
98,15.73753906,0,1,1,0.06104896,0.037909906,1
1612,15.73126648,1,0,2,0.165053,0.1769227,2
41,15.71201209,0,0,0,0.036634352,0.026007013,0
1194,15.70612449,0,0,0,0.4269174,0.4054415,0
1021,15.69867843,0,2,2,0.2028889,0.21470967,0
191,15.69654376,1,1,0,0.16043124,0.15303208,7
426,15.6965427,1,1,0,0.15987846,0.1508922,219
371,15.69654201,1,1,0,0.15766735,0.14233272,14
394,15.69654068,1,1,0,0.16245349,0.15945168,35
393,15.69199936,1,3,3,0.4398409,0.46028158,2326
212,15.67801522,0,6,4,0.3057765,0.36942887,0
1299,15.67285427,0,3,3,0.38811707,0.44690517,0
1600,15.67206697,0,2,1,0.147767,0.12440576,0
1511,15.6673719,1,3,4,0.53579444,0.46028158,9
677,15.64430488,0,6,3,0.47900817,0.46614665,0
954,15.62251089,1,2,2,0.42985553,0.4830652,2
764,15.60890642,1,1,0,0.39669925,0.45610145,137
113,15.59672527,0,1,0,0.5885171,0.5135796,0
1258,15.59374039,0,2,2,0.39441586,0.3802808,0
1095,15.58479745,0,1,0,0.16158698,0.1769227,0
1471,15.5633234,0,3,2,0.51869136,0.55044734,0
41,15.56215876,0,0,0,0.19939905,0.18903255,0
622,15.53509867,0,1,1,0.16765249,0.16801116,0
232,15.50295624,0,1,2,0.27750343,0.37432748,15
217,15.44564097,0,0,0,0.36095104,0.44690517,0
1118,15.43388299,0,3,3,0.33504707,0.4139151,0
1118,15.43380255,0,1,1,0.10045706,0.15731181,0
315,15.43226795,0,3,1,0.47886392,0.5135796,0
532,15.41044772,0,2,1,0.4014846,0.49032792,0
38,15.29159971,0,3,1,0.32397532,0.3817989,0
586,15.14303366,0,7,4,0.36456755,0.39334553,4
1016,15.14016677,1,3,3,0.36095104,0.38246045,99
1210,15.12920074,0,3,3,0.17718399,0.1808059,0
1000,15.12535144,0,5,1,0.11450345,0.027614836,0
546,15.11914279,0,0,0,0.22846605,0.28034934,0
112,15.07234403,0,1,1,0.15435068,0.1015541,0
71,15.05490486,0,1,1,0.47886392,0.55044734,0
71,15.05348413,0,1,1,0.51869136,0.57554024,0
71,15.05289042,0,2,2,0.51869136,0.57957685,0
71,15.05231927,0,3,3,0.47900817,0.55044734,0
452,15.05131266,0,3,4,0.42129645,0.27778897,1
71,15.0505102,0,2,2,0.54325575,0.58743036,0
71,15.04972159,0,1,1,0.5566829,0.6007182,0
71,15.04919064,0,3,3,0.4850187,0.5548181,0
1631,15.04868868,0,1,0,0.24282593,0.2831485,0
71,15.04803848,0,1,1,0.50503236,0.5689151,0
71,15.04749216,0,1,1,0.50503236,0.57150364,0
71,15.04581819,0,5,2,0.52272606,0.58354634,0
71,15.04497144,0,0,1,0.52139956,0.58354634,0
71,15.04443578,0,0,0,0.39915034,0.46028158,0
71,15.043489,0,1,0,0.42568782,0.49584505,0
922,15.00623034,0,2,2,0.44039994,0.50588524,0
1295,14.9919827,0,0,0,0.2312681,0.2774022,1
1328,14.97438138,0,0,0,0.3286776,0.3817989,0
926,14.97400626,0,1,0,0.22043827,0.24970764,1
1101,14.97352861,1,0,0,0.17111848,0.27778897,6
1174,14.97197463,1,0,1,0.28087774,0.23770751,33
1428,14.95517149,0,4,3,0.2763787,0.32184324,1
1136,14.94546465,1,0,0,0.11305673,0.10221587,0
1271,14.94118861,0,0,0,0.5559701,0.6007182,0
1521,14.93935977,0,0,0,0.027442247,0.004883717,10
1163,14.93732552,1,1,1,0.23379272,0.2869935,437
201,14.93373221,0,1,3,0.47886392,0.46028158,0
268,14.91461788,1,3,1,0.27750343,0.30103904,885
1354,14.88606965,0,2,2,0.61223894,0.44690517,0
1622,14.88214384,0,4,1,0.42349213,0.36702603,5
1130,14.88174105,0,3,1,0.27750343,0.30103904,0
862,14.86791289,0,4,4,0.32236105,0.37507164,0
293,14.83061341,0,0,0,0.034984488,0.025203101,0
121,14.81780205,0,3,1,0.103060275,0.035074018,0
1535,14.80417248,0,1,0,0.17545098,0.18391247,0
470,14.80094448,0,4,4,0.38811707,0.44690517,0
190,14.78159074,0,2,2,0.28087774,0.27991617,0
340,14.77917148,0,4,4,0.4014846,0.46028158,0
397,14.73053833,0,4,1,0.05799546,0.06929302,0
839,14.69937399,0,3,3,0.4269174,0.25478655,1
419,14.68810503,0,2,2,0.19986437,0.1769227,1
1023,14.6770495,1,0,1,0.15490346,0.1769227,0
1387,14.67704593,1,0,0,0.29771072,0.37361985,0
1246,14.6649405,1,1,0,0.295883,0.37152436,24
801,14.64908042,0,2,2,0.2043827,0.22458547,0
897,14.63833481,0,3,3,0.13561769,0.08252834,0
99,14.63739682,0,2,0,0.32919475,0.38826546,0
99,14.63272821,0,0,0,0.15656179,0.12735364,0
1526,14.63105428,1,2,2,0.147767,0.12208464,4
905,14.62852292,0,1,0,0.18079062,0.23163283,0
1691,14.62217347,0,1,1,0.36867723,0.2846865,27
1627,14.62066286,0,1,1,0.39644176,0.46028158,0
857,14.61614433,0,0,2,0.6426206,0.48915586,1
258,14.60770284,0,1,1,0.6289369,0.28883415,0
1150,14.60480475,0,4,4,0.45243698,0.4907465,0
1092,14.5987552,0,1,0,0.15048122,0.16801116,0
1667,14.59562368,1,2,2,0.27047762,0.32768643,0
1450,14.57643877,0,2,1,0.44039994,0.06749674,44
1413,14.56181541,0,3,2,0.6426206,0.5498214,0
1578,14.55365351,0,3,3,0.42985553,0.2964622,0
1287,14.51902185,0,2,2,0.50503236,0.55044734,0
714,14.51743508,0,0,2,0.11739369,0.044870727,0
1168,14.48731362,0,2,1,0.61223894,0.6220118,2
650,14.48389351,0,2,2,0.11450345,0.039456755,0
797,14.4767561,0,2,2,0.6611249,0.6458014,0
1291,14.47146387,0,2,0,0.3140926,0.3817989,0
363,14.46844703,0,2,2,0.2028889,0.21470967,1
650,14.46506164,0,2,2,0.37576625,0.38230872,3
235,14.46483961,0,5,6,0.4475325,0.37292135,0
224,14.45181811,0,1,0,0.18079062,0.23163283,0
319,14.44926704,1,3,3,0.51869136,0.55044734,3
1321,14.44038459,0,0,0,0.4645176,0.5203519,0
27,14.37231483,0,4,0,0.4475325,0.5203519,1
864,14.36292037,0,1,0,0.18079062,0.23163283,0
1473,14.30624934,0,2,2,0.1013248,0.07921951,0
1232,14.27957559,0,2,3,0.3389984,0.38200524,0
1663,14.26970547,1,2,2,0.6989911,0.48915586,299
295,14.23434639,0,2,0,0.36043653,0.3895355,0
1450,14.19086632,0,1,0,0.52007306,0.27798235,8
1053,14.10864098,0,0,1,0.18269104,0.18313584,4
169,14.06717398,0,2,2,0.2028889,0.21470967,0
781,14.01884985,0,6,4,0.50789946,0.5498214,0
1596,14.01495716,0,1,0,0.20126031,0.2463217,2
148,13.99106361,0,1,1,0.17545098,0.017867407,3
1442,13.97791609,0,6,4,0.46982017,0.5135796,0
362,13.90290135,0,1,0,0.2854835,0.32768643,23
667,13.90130911,0,2,1,0.33587718,0.40447855,0
918,13.89124633,0,2,2,0.2043827,0.22458547,2
131,13.88165669,0,5,3,0.6491204,0.55044734,170
59,13.87713546,0,2,2,0.36456755,0.2869935,0
161,13.86492529,0,2,2,0.2028889,0.21470967,0
1024,13.86117413,0,0,1,0.8115627,0.57150364,0
1687,13.85569876,0,2,0,0.3308965,0.4006267,0
1527,13.84592287,1,3,3,0.17111848,0.23922618,30
1249,13.8457933,0,5,5,0.4014846,0.46028158,15
1630,13.81183206,0,2,2,0.2043827,0.22458547,0
364,13.80726536,0,2,2,0.2028889,0.21470967,0
1308,13.80616124,0,2,2,0.33587718,0.35299334,0
1610,13.80203568,0,4,1,0.37576625,0.40713623,0
1553,13.79127089,0,3,3,0.54325575,0.48990932,0
1130,13.77346571,0,5,5,0.4014846,0.46028158,0
434,13.77047144,0,2,2,0.2043827,0.22458547,0
433,13.75692758,0,2,2,0.2043827,0.22458547,0
626,13.75496377,0,2,2,0.2043827,0.22458547,0
791,13.74637714,0,2,0,0.30427247,0.37222284,0
622,13.73767292,0,2,2,0.2043827,0.22458547,0
1434,13.73426493,0,2,2,0.2028889,0.21470967,0
945,13.73086608,0,4,4,0.43230394,0.46028158,0
511,13.72250144,0,3,3,0.3389984,0.36702603,0
1683,13.71459278,0,7,4,0.56269526,0.39677486,0
1439,13.70070841,0,4,4,0.39842087,0.4139151,0
506,13.69611848,0,2,2,0.2028889,0.21470967,0
374,13.6923263,0,2,2,0.2043827,0.22458547,0
1388,13.68521718,0,2,2,0.20265625,0.20088354,0
1703,13.68310529,0,2,2,0.2043827,0.22458547,0
1477,13.68071713,0,4,4,0.47886392,0.50515765,0
279,13.67768215,0,2,2,0.2028889,0.21470967,0
1395,13.67393384,0,5,4,0.4475325,0.5135796,0
1524,13.67306608,0,5,5,0.4014846,0.46028158,0
752,13.66984459,0,2,2,0.2043827,0.22458547,0
1393,13.66549457,0,2,2,0.2043827,0.22458547,0
157,13.6645731,0,2,2,0.2043827,0.22458547,0
